Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Google Shopping / Google Product Category,Status
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Grip+Charm,Y2K-HKTY-14PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Grip,Y2K-HKTY-14PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Charm,Y2K-HKTY-14PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Case Only,Y2K-HKTY-14PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Grip Only,Y2K-HKTY-14PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro Max,,Charm Only,Y2K-HKTY-14PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Case+Grip+Charm,Y2K-HKTY-14PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Case+Grip,Y2K-HKTY-14PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Case+Charm,Y2K-HKTY-14PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Case Only,Y2K-HKTY-14PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Grip Only,Y2K-HKTY-14PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14 Pro,,Charm Only,Y2K-HKTY-14PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Case+Grip+Charm,Y2K-HKTY-1413-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Case+Grip,Y2K-HKTY-1413-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Case+Charm,Y2K-HKTY-1413-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Case Only,Y2K-HKTY-1413-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Grip Only,Y2K-HKTY-1413-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,iPhone 14/13,,Charm Only,Y2K-HKTY-1413-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/20b576/7896690788/il_fullxfull.7896690788_hz5q.jpg,2,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/787284/7944649817/il_fullxfull.7944649817_k31f.jpg,3,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/291143/7944649825/il_fullxfull.7944649825_pps7.jpg,4,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/96dd63/7944649823/il_fullxfull.7944649823_n6ui.jpg,5,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/9b82a2/7896690818/il_fullxfull.7896690818_n4vg.jpg,6,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/9a0693/7896690830/il_fullxfull.7896690830_sc5n.jpg,7,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/553be1/7944649837/il_fullxfull.7944649837_mzky.jpg,8,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-pastel-hello-kitty-magsafe-case-with-shaker-grip-y2k-charm-cute-sanrio-coquette-cover-iphone-17-16-15-14-13-pro-max-aesthetic-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/ba7806/7896690836/il_fullxfull.7896690836_ci5u.jpg,9,"Kawaii Pastel Hello Kitty MagSafe Case with Shaker Grip & Y2K Charm, Cute Sanrio Coquette Cover iPhone 17 16 15 14 13 Pro Max Aesthetic Gift",,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,"Kawaii Strawberry Hello Kitty MagSafe Case with Shaker Grip & Charm, Cute Pink Polka Dot Sanrio Cover iPhone 17 16 15 14 13 Pro Max Gift","<p>Sweeten your tech with the ultimate Strawberry Hello Kitty MagSafe set! 🍓🎀</p>
<p>Embrace the coquette aesthetic with this dreamy Strawberry Garden case! This isn't just a phone cover; it's a high-fashion statement for Sanrio lovers. The design features a soft pink polka-dot background adorned with Hello Kitty in her strawberry-themed outfit, surrounded by dainty white daisies and juicy berries.</p>
<p>The case is engineered with a powerful built-in MagSafe ring, hidden behind the matte finish to allow for seamless charging and magnetic accessory use. To provide ultimate lens safety, it features a premium silver camera bezel. Complete your look with the 3D Strawberry Kitty Shaker Grip and the matching Garden Party Beaded Charm.</p>
<p><strong>Key Features</strong></p><ul><li>Built-in MagSafe Compatibility: Features a strong internal magnetic ring for secure attachment to MagSafe chargers, stands, and car mounts without hiding the cute print.</li></ul>
<p>3D Strawberry Shaker Grip: A premium liquid-filled grip featuring Hello Kitty holding a giant strawberry. The grip is a ""shaker,"" filled with floating glitter and charms for a tactile, fidget-friendly experience.</p>
<p>Silver Camera Protection: A stylishly raised silver bezel surrounds the camera unit to protect your lenses from scratches, dust, and direct impact.</p>
<p>Coquette Aesthetic Artwork: Vibrant UV-printed graphics on a clear-pink hybrid shell, featuring a nostalgic ""Strawberry Garden"" theme that won't fade or peel.</p>
<p>Matching Charm Option: A hand-beaded wristlet featuring pastel pearls, pink stars, coquette bows, and a signature 3D strawberry pendant.</p>
<p>Shockproof Hybrid Bumper: Soft, flexible edges with reinforced heart-textured corners allow for easy installation while providing 360° drop protection.</p>
<p><strong>Device Compatibility</strong></p><ul><li>Available for the following iPhone models:</li></ul>
<p>iPhone 17 Series: iPhone 17, 17 Pro, 17 Pro Max</p>
<p>iPhone 16 Series: iPhone 16, 16 Pro, 16 Pro Max</p>
<p>iPhone 15 Series: iPhone 15, 15 Pro, 15 Pro Max</p>
<p>iPhone 14 Series: iPhone 14, 14 Pro, 14 Pro Max</p>
<p>iPhone 13 Series: iPhone 13, 13 Pro, 13 Pro Max</p>
<p>(Please Note: Plus and Mini models are NOT available for this design).</p>
<p><strong>What's Included</strong></p><ul><li>Choose your preferred bundle from the dropdown menu:</li></ul>
<p>Case + Grip + Charm: The full Strawberry Garden aesthetic (Best Value!).</p>
<p>Case + Grip: The MagSafe protective case and the 3D Shaker Grip.</p>
<p>Case Only: The Strawberry Hello Kitty MagSafe protective case.</p>
<p>Charm Only: The hand-beaded Garden Party Wristlet.</p>
<p><strong>️ The IPhoneCasesDesignArt Promise</strong></p><p>At IPhoneCasesDesignArt, we merge boutique style with professional-grade protection. We believe your phone should be a reflection of your personality. Every order is hand-packaged with love by our team in our studio and includes a special free gift just for you!</p>
<p><strong>Shipping & Processing</strong></p><p>All orders are processed and ready to ship within 3-5 business days. We ship worldwide with tracking provided for every order, so you can follow your package's journey from our studio to your doorstep. Please allow standard carrier transit times for delivery.</p>",Y2KASE,Accessories > Phone Cases,Phone Case,"iPhone 17 Pro Max, y2kase, gift for her, cute iphone case, iphone case gift, sanrio, sanrio gift, sanrio iphone case, hello kitty, hello kitty iphone, hello kitty case, kitty iphone case, magsafe kitty",FALSE,Phone Model,iPhone 17 Pro Max,Style,Case+Grip+Charm,Y2K-HKTY-17PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,https://i.etsystatic.com/65453590/r/il/786891/7944646693/il_fullxfull.7944646693_9ql5.jpg,1,"Kawaii Strawberry Hello Kitty MagSafe Case with Shaker Grip & Charm, Cute Pink Polka Dot Sanrio Cover iPhone 17 16 15 14 13 Pro Max Gift",Kawaii Strawberry Hello Kitty MagSafe Case with Shaker Grip & Charm...,Shop the Kawaii Strawberry Hello Kitty MagSafe Case with Shaker Grip & Charm... at Y2KASE — kawaii Y2K phone cases for iPhone.,Apparel & Accessories > Phone Cases,draft
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro Max,,Case+Grip,Y2K-HKTY-17PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro Max,,Case+Charm,Y2K-HKTY-17PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro Max,,Case Only,Y2K-HKTY-17PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro Max,,Grip Only,Y2K-HKTY-17PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro Max,,Charm Only,Y2K-HKTY-17PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Case+Grip+Charm,Y2K-HKTY-17PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Case+Grip,Y2K-HKTY-17PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Case+Charm,Y2K-HKTY-17PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Case Only,Y2K-HKTY-17PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Grip Only,Y2K-HKTY-17PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17 Pro,,Charm Only,Y2K-HKTY-17PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Case+Grip+Charm,Y2K-HKTY-17-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Case+Grip,Y2K-HKTY-17-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Case+Charm,Y2K-HKTY-17-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Case Only,Y2K-HKTY-17-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Grip Only,Y2K-HKTY-17-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 17,,Charm Only,Y2K-HKTY-17-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Grip+Charm,Y2K-HKTY-16PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Grip,Y2K-HKTY-16PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Charm,Y2K-HKTY-16PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Case Only,Y2K-HKTY-16PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Grip Only,Y2K-HKTY-16PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro Max,,Charm Only,Y2K-HKTY-16PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Case+Grip+Charm,Y2K-HKTY-16PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Case+Grip,Y2K-HKTY-16PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Case+Charm,Y2K-HKTY-16PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Case Only,Y2K-HKTY-16PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Grip Only,Y2K-HKTY-16PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16 Pro,,Charm Only,Y2K-HKTY-16PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Case+Grip+Charm,Y2K-HKTY-16-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Case+Grip,Y2K-HKTY-16-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Case+Charm,Y2K-HKTY-16-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Case Only,Y2K-HKTY-16-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Grip Only,Y2K-HKTY-16-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 16,,Charm Only,Y2K-HKTY-16-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Grip+Charm,Y2K-HKTY-15PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Grip,Y2K-HKTY-15PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Charm,Y2K-HKTY-15PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Case Only,Y2K-HKTY-15PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Grip Only,Y2K-HKTY-15PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro Max,,Charm Only,Y2K-HKTY-15PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro,,Case+Grip+Charm,Y2K-HKTY-15PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro,,Case+Grip,Y2K-HKTY-15PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
kawaii-strawberry-hello-kitty-magsafe-case-with-shaker-grip-charm-cute-pink-polka-dot-sanrio-cover-iphone-17-16-15-14-13-pro-max-gift,,,,,,,,,iPhone 15 Pro,,Case+Charm,Y2K-HKTY-15PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
